"Drug_Name_Norm","Drug_Name","mean_fc","median_fc","max_abs_fc","min_p_value","min_q_value","n_tests","n_sources","sources","score","direction"
"brd-k41924482","BRD-K41924482",-1.07331,-1.07331,1.07331,0.00892263,0.0299953,1,1,"LINCS L1000",1.63459401926021,"Downregula NQO1"
"thiotepa","thiotepa",1.1287,1.1287,1.1287,0.000377668,0.0301282,1,1,"LINCS L1000",1.71678296534693,"Upregula NQO1"
"brd-k22006123","BRD-K22006123",-1.01031,-1.01031,1.01031,0.000492695,0.0301925,1,1,"LINCS L1000",1.53577316556452,"Downregula NQO1"
"brd-k57037351","BRD-K57037351",-1.06556,-1.06556,1.06556,0.00160118,0.0304063,1,1,"LINCS L1000",1.61649333184964,"Downregula NQO1"
"olaparib","olaparib",-0.623611,-0.623611,0.623611,0.00592693,0.0304595,1,1,"LINCS L1000",0.945567159671029,"Downregula NQO1"
"rho-kinase-inhibitor-iii[rockout]","RHO-kinase-inhibitor-III[rockout]",-1.25736,-1.25736,1.25736,0.000150915,0.0305507,1,1,"LINCS L1000",1.9048737872644,"Downregula NQO1"
"amlodipine","amlodipine",0.778456,0.778456,0.918896,0.00105687,0.0306437,2,1,"LINCS L1000",1.39089501487337,"Upregula NQO1"
"brd-k60070073","BRD-K60070073",-0.616886,-0.616886,0.616886,0.000541268,0.0307474,1,1,"LINCS L1000",0.932849828761213,"Downregula NQO1"
"actinomycin d","Actinomycin d",0.116785,0.116785,0.116785,0.0181936,0.0307638,1,1,"CREEDS",0.176574251019826,"Upregula NQO1"
"promegestone","Promegestone",-0.139752,-0.139752,0.139752,0.0054028,0.0308174,1,1,"CREEDS",0.211193782050164,"Downregula NQO1"
"mek1-2-inhibitor","MEK1-2-inhibitor",1.00776,1.00776,1.00776,0.00325408,0.0308755,1,1,"LINCS L1000",1.52210659604549,"Upregula NQO1"
"tetrahydrobiopterin","tetrahydrobiopterin",-1.34346,-1.34346,1.34346,0.0138823,0.0309596,1,1,"LINCS L1000",2.02755609126775,"Downregula NQO1"
"brd-k85818861","BRD-K85818861",1.16341,1.16341,1.16341,0.00440986,0.0310657,1,1,"LINCS L1000",1.75409519429483,"Upregula NQO1"
"pentobarbital","pentobarbital",1.15316,1.15316,1.15316,0.00269317,0.0312026,1,1,"LINCS L1000",1.73643895584846,"Upregula NQO1"
"brd-k37043259","BRD-K37043259",-0.801569,-0.801569,0.801569,0.0102255,0.0312392,1,1,"LINCS L1000",1.20660189299911,"Downregula NQO1"
"brd-k84924563","BRD-K84924563",-0.591193,-0.591193,0.591193,0.00354188,0.031334,1,1,"LINCS L1000",0.889144908040947,"Downregula NQO1"
"crizotinib","crizotinib",0.969639,0.969639,0.969639,0.00500145,0.031713,1,1,"LINCS L1000",1.4532587389552,"Upregula NQO1"
"i-ome-ag-538","I-OMe-AG-538",1.64397,1.64397,1.64397,0.000139342,0.0319884,1,1,"LINCS L1000",2.45774745013617,"Upregula NQO1"
"nefazodone","nefazodone",-1.61687,-1.61687,1.61687,0.00438031,0.0320002,1,1,"LINCS L1000",2.41697376583187,"Downregula NQO1"
"brd-a81530502","BRD-A81530502",-1.2411,-1.2411,1.2411,0.00190127,0.0320012,1,1,"LINCS L1000",1.85523814967809,"Downregula NQO1"
"trifluridine","trifluridine",-1.18805,-1.18805,1.18805,0.00217012,0.0323501,1,1,"LINCS L1000",1.77034226076116,"Downregula NQO1"
"brd-k29160485","BRD-K29160485",1.68977,1.68977,1.68977,1.31746e-05,0.0325969,1,1,"LINCS L1000",2.51239008327402,"Upregula NQO1"
"brd-k30463976","BRD-K30463976",1.12375,1.12375,1.12375,0.00604032,0.0325996,1,1,"LINCS L1000",1.67077771016191,"Upregula NQO1"
"brd-k41087962","BRD-K41087962",0.2718555,0.2718555,1.12903,0.000141585,0.0328418,2,1,"LINCS L1000",1.67499847838423,"Upregula NQO1"
"brd-k06009608","BRD-K06009608",-0.8782095,-0.8782095,1.04876,0.0085796,0.0329227,2,1,"LINCS L1000",1.5547914775057,"Downregula NQO1"
"brd-k63954456","BRD-K63954456",-1.70887,-1.70887,1.70887,0.00392256,0.0330257,1,1,"LINCS L1000",2.53108932889221,"Downregula NQO1"
"brd-k21064560","BRD-K21064560",1.01511,1.01511,1.01511,0.00556329,0.033062,1,1,"LINCS L1000",1.50304381542424,"Upregula NQO1"
"brd-k52831896","BRD-K52831896",-1.42573,-1.42573,1.42573,0.000114184,0.033207,1,1,"LINCS L1000",2.10832726227498,"Downregula NQO1"
"brd-k06592610","BRD-K06592610",-1.24531,-1.24531,1.24531,0.00353229,0.0333795,1,1,"LINCS L1000",1.83872533665767,"Downregula NQO1"
"brd-k20032655","BRD-K20032655",1.90343,1.90343,1.90343,0.000143345,0.0334191,1,1,"LINCS L1000",2.80947267327914,"Upregula NQO1"
"brd-k71746288","BRD-K71746288",-0.922222,-0.922222,0.922222,0.00408907,0.0334517,1,1,"LINCS L1000",1.36081400492891,"Downregula NQO1"
"bromocriptine","bromocriptine",0.925726,0.925726,0.925726,0.000671264,0.0336563,1,1,"LINCS L1000",1.36353295740891,"Upregula NQO1"
"troglitazone","troglitazone",-0.286056,-0.286056,1.10514,0.000485278,0.0337605,2,1,"LINCS L1000",1.62015270295111,"Downregula NQO1"
"sa-103006","SA-103006",1.02692,1.02692,1.02692,0.00766192,0.0339872,1,1,"LINCS L1000",1.50822160261852,"Upregula NQO1"
"brd-k05359840","BRD-K05359840",1.00811,1.00811,1.00811,0.000329189,0.0342541,1,1,"LINCS L1000",1.47717091987474,"Upregula NQO1"
"ala-ala-phe-cmk","Ala-Ala-Phe-CMK",1.34491,1.34491,1.34491,0.00286187,0.0342624,1,1,"LINCS L1000",1.97053821816171,"Upregula NQO1"
"carbetocin","carbetocin",-0.787496,-0.787496,0.787496,0.00613023,0.0343762,1,1,"LINCS L1000",1.15269107445456,"Downregula NQO1"
"nickel","Nickel",-0.270697,-0.270697,0.270697,0.0206342,0.0345036,1,1,"CREEDS",0.395795717699547,"Downregula NQO1"
"sa-247714","SA-247714",-1.07293,-1.07293,1.07293,0.00751182,0.034527,1,1,"LINCS L1000",1.56845323066689,"Downregula NQO1"
"abiraterone","Abiraterone",0.649261,0.649261,0.649261,0.00695171,0.0346354,1,1,"CREEDS",0.948232570483227,"Upregula NQO1"
"brd-k34387287","BRD-K34387287",1.3763,1.3763,1.3763,0.0048558,0.0347012,1,1,"LINCS L1000",2.0089238737879,"Upregula NQO1"
"brd-k04156788","BRD-K04156788",1.20969,1.20969,1.20969,0.00862597,0.0347222,1,1,"LINCS L1000",1.76541283474905,"Upregula NQO1"
"3,3',4,4'-tetrachlorobiphenyl","3,3',4,4'-tetrachlorobiphenyl",0.42032,0.42032,0.42032,0.00535316,0.0348626,1,1,"CREEDS",0.612675340209422,"Upregula NQO1"
"wz-7043","WZ-7043",-1.43951,-1.43951,1.43951,0.00276593,0.0349357,1,1,"LINCS L1000",2.09697819467285,"Downregula NQO1"
"brd-k31126514","BRD-K31126514",1.8074,1.8074,1.8074,0.0070675,0.0350464,1,1,"LINCS L1000",2.63041149453799,"Upregula NQO1"
"berbamine","berbamine",-1.08278,-1.08278,1.08278,0.00187782,0.0351517,1,1,"LINCS L1000",1.57442022941028,"Downregula NQO1"
"brd-k14316227","BRD-K14316227",1.16678,1.16678,1.16678,0.0019688,0.0352989,1,1,"LINCS L1000",1.69444321982584,"Upregula NQO1"
"brd-k78596368","BRD-K78596368",-1.14278,-1.14278,1.14278,0.00487999,0.0353256,1,1,"LINCS L1000",1.6592142274683,"Downregula NQO1"
"npk76-ii-72-1","NPK76-II-72-1",1.1397,1.1397,1.1397,0.000946836,0.0353496,1,1,"LINCS L1000",1.65440618092587,"Upregula NQO1"
"dmab-anabaseine","DMAB-anabaseine",-1.24116,-1.24116,1.24116,0.00170902,0.0355003,1,1,"LINCS L1000",1.79939402216725,"Downregula NQO1"
"brd-k04279026","BRD-K04279026",1.77476,1.77476,1.77476,9.09489e-05,0.035561,1,1,"LINCS L1000",2.57167344564209,"Upregula NQO1"
"yl-59","YL-59",-0.884893,-0.884893,0.884893,0.00214046,0.0356067,1,1,"LINCS L1000",1.28173943684491,"Downregula NQO1"
"epigallocatechin","epigallocatechin",0.767357,0.767357,0.767357,0.00623592,0.0357154,1,1,"LINCS L1000",1.11047644794086,"Upregula NQO1"
"tyrphostin-ag-494","tyrphostin-AG-494",-1.45371,-1.45371,1.45371,0.000357797,0.0360344,1,1,"LINCS L1000",2.09811450090494,"Downregula NQO1"
"apratoxin a","Apratoxin a",0.714696,0.714696,0.714696,0.0127206,0.0362854,1,1,"CREEDS",1.02935383928885,"Upregula NQO1"
"brd-k65148867","BRD-K65148867",1.57472,1.57472,1.57472,5.07792e-05,0.0364759,1,1,"LINCS L1000",2.26443788584821,"Upregula NQO1"
"brd-k30804015","BRD-K30804015",-1.42318,-1.42318,1.42318,0.0002383,0.0367347,1,1,"LINCS L1000",2.04215443034886,"Downregula NQO1"
"th02453-036-p1","TH02453-036-P1",1.32927,1.32927,1.32927,0.000429096,0.0367504,1,1,"LINCS L1000",1.90715408766709,"Upregula NQO1"
"tacrolimus","tacrolimus",0.0622199999999999,0.0622199999999999,1.32476,0.000728202,0.03677,2,1,"LINCS L1000",1.90037665889493,"Upregula NQO1"
"brd-k98824517","BRD-K98824517",-1.09451,-1.09451,1.09451,0.0110984,0.0368095,1,1,"LINCS L1000",1.56957120985498,"Downregula NQO1"
"brd-k30064966","BRD-K30064966",-0.80041,-0.80041,0.80041,0.000628237,0.037067,1,1,"LINCS L1000",1.14539676472262,"Downregula NQO1"
"fludrocortisone","fludrocortisone",1.18238,1.18238,1.18238,0.00185159,0.0370707,1,1,"LINCS L1000",1.69194937828087,"Upregula NQO1"
"cyproheptadine","cyproheptadine",1.24486,1.24486,1.24486,0.00939891,0.0371701,1,1,"LINCS L1000",1.77990863390123,"Upregula NQO1"
"brd-k28916077","BRD-K28916077",0.138779,0.138779,1.27173,0.00459851,0.0373041,2,1,"LINCS L1000",1.73694540242638,"Upregula NQO1"
"pidorubicine","pidorubicine",-1.15381,-1.15381,1.15381,0.0102717,0.0374084,1,1,"LINCS L1000",1.64652248427904,"Downregula NQO1"
"neurodazine","neurodazine",1.50671,1.50671,1.50671,0.000512407,0.0375417,1,1,"LINCS L1000",2.14779410917941,"Upregula NQO1"
"brd-k50776152","BRD-K50776152",-1.33688,-1.33688,1.33688,0.000199615,0.0376338,1,1,"LINCS L1000",1.90428118633278,"Downregula NQO1"
"aloisine","aloisine",-1.20105,-1.20105,1.20105,0.00207048,0.0376505,1,1,"LINCS L1000",1.71057054308887,"Downregula NQO1"
"corticosterone","corticosterone",-0.979746,-0.979746,0.979746,0.000546708,0.0379255,1,1,"LINCS L1000",1.39228635973367,"Downregula NQO1"
"i-070754","I-070754",1.01583,1.01583,1.01583,0.0043742,0.0382429,1,1,"LINCS L1000",1.4398874026854,"Upregula NQO1"
"zaprinast","zaprinast",1.70355,1.70355,1.70355,0.000599098,0.0385693,1,1,"LINCS L1000",2.40840785509775,"Upregula NQO1"
"salmeterol","salmeterol",0.931465,0.931465,0.931465,0.00217321,0.0387075,1,1,"LINCS L1000",1.31541941625626,"Upregula NQO1"
"brd-k75081836","BRD-K75081836",-1.43078,-1.43078,1.43078,0.00113189,0.0390775,1,1,"LINCS L1000",2.01464301350447,"Downregula NQO1"
"brd-k46171503","BRD-K46171503",1.18764,1.18764,1.18764,0.00284706,0.0391159,1,1,"LINCS L1000",1.67177749450588,"Upregula NQO1"
"quinidine","quinidine",0.964284,0.964284,0.964284,0.00624381,0.0391543,1,1,"LINCS L1000",1.35696024727594,"Upregula NQO1"
"ptb1","PTB1",1.20788,1.20788,1.20788,0.000774971,0.0392206,1,1,"LINCS L1000",1.69886602793513,"Upregula NQO1"
"brd-k83691318","BRD-K83691318",-0.593896,-0.593896,0.593896,0.00406391,0.0393582,1,1,"LINCS L1000",0.834402958067194,"Downregula NQO1"
"sb-205607","SB-205607",-0.960057,-0.960057,0.960057,0.00282967,0.0394559,1,1,"LINCS L1000",1.34781254557851,"Downregula NQO1"
"antimycin-a","antimycin-a",1.28434,1.28434,1.28434,0.0141718,0.0395461,1,1,"LINCS L1000",1.80179588502892,"Upregula NQO1"
"tomelukast","tomelukast",0.698656,0.698656,0.698656,0.00303121,0.0397989,1,1,"LINCS L1000",0.978208478560665,"Upregula NQO1"
"brd-k11309655","BRD-K11309655",1.73989,1.73989,1.73989,0.00769598,0.0398823,1,1,"LINCS L1000",2.43448854479668,"Upregula NQO1"
"rhizocarpic-acid","rhizocarpic-acid",-0.872486,-0.872486,0.872486,0.00264628,0.0399342,1,1,"LINCS L1000",1.22030691622908,"Downregula NQO1"
"kepone","kepone",-1.10469,-1.10469,1.10469,0.00673761,0.0399499,1,1,"LINCS L1000",1.54489162517423,"Downregula NQO1"
"quercetin","Quercetin",0.59853,0.59853,0.59853,0.00702807,0.0401697,1,1,"CREEDS",0.835608577947496,"Upregula NQO1"
"fipronil","fipronil",0.965271,0.965271,0.965271,0.000608321,0.0401958,1,1,"LINCS L1000",1.34734391405618,"Upregula NQO1"
"emf-sumo1-7","EMF-sumo1-7",0.861982,0.861982,0.861982,0.00601926,0.0403604,1,1,"LINCS L1000",1.20164129916938,"Upregula NQO1"
"as-703026","AS-703026",0.923456,0.923456,0.923456,0.00325705,0.0406319,1,1,"LINCS L1000",1.2846499947022,"Upregula NQO1"
"inca-6","INCA-6",0.908501,0.908501,0.908501,0.0207471,0.0411322,1,1,"LINCS L1000",1.25901709438344,"Upregula NQO1"
"brd-k11072542","BRD-K11072542",-0.415128,-0.415128,0.415128,0.0145514,0.0412988,1,1,"LINCS L1000",0.574563125418517,"Downregula NQO1"
"brd-k96396151","BRD-K96396151",1.28821,1.28821,1.28821,0.00108425,0.0413292,1,1,"LINCS L1000",1.78255157154653,"Upregula NQO1"
"orantinib","orantinib",1.47294,1.47294,1.47294,0.00117802,0.0414411,1,1,"LINCS L1000",2.03644077828567,"Upregula NQO1"
"brd-k91184774","BRD-K91184774",-1.22893,-1.22893,1.22893,0.000707241,0.0414426,1,1,"LINCS L1000",1.69906086555503,"Downregula NQO1"
"betaxolol","betaxolol",0.739058,0.739058,0.739058,0.00187089,0.0414537,1,1,"LINCS L1000",1.02170090255897,"Upregula NQO1"
"heat","HEAT",1.64533,1.64533,1.64533,0.0012163,0.0419266,1,1,"LINCS L1000",2.26645911221075,"Upregula NQO1"
"wh-4023","WH-4023",0.705185,0.705185,0.705185,0.00948377,0.041985,1,1,"LINCS L1000",0.970973346527959,"Upregula NQO1"
"ku-c103884","KU-C103884",2.46321,2.46321,2.46321,0.000937702,0.0420983,1,1,"LINCS L1000",3.38872529648828,"Upregula NQO1"
"brd-k89696951","BRD-K89696951",-1.52924,-1.52924,1.52924,0.00113047,0.0421662,1,1,"LINCS L1000",2.10275934254592,"Downregula NQO1"
"brd-k78716413","BRD-K78716413",2.13244,2.13244,2.13244,0.000980845,0.0424931,1,1,"LINCS L1000",2.92502867839334,"Upregula NQO1"
"brd-k03371390","BRD-K03371390",-0.926509,-0.926509,0.926509,0.00778229,0.0426208,1,1,"LINCS L1000",1.26966792356333,"Downregula NQO1"
"st-638","ST-638",1.82349,1.82349,1.82349,3.97132e-05,0.0428259,1,1,"LINCS L1000",2.4950695169207,"Upregula NQO1"
"brd-a10330754","BRD-A10330754",0.958519,0.958519,0.958519,0.00670233,0.0429853,1,1,"LINCS L1000",1.30998878326461,"Upregula NQO1"
"yl-61","YL-61",-1.19175,-1.19175,1.19175,0.00192989,0.0430757,1,1,"LINCS L1000",1.62765360443947,"Downregula NQO1"
"brd-k78559095","BRD-K78559095",-1.272,-1.272,1.272,0.0198744,0.043177,1,1,"LINCS L1000",1.73595886624757,"Downregula NQO1"
"brd-k64058329","BRD-K64058329",1.09583,1.09583,1.09583,0.00900328,0.0432713,1,1,"LINCS L1000",1.49449301656401,"Upregula NQO1"
"brd-k48716658","BRD-K48716658",-0.921078,-0.921078,0.921078,0.00220863,0.0433869,1,1,"LINCS L1000",1.25509899623671,"Downregula NQO1"
"brd-k98404142","BRD-K98404142",1.68811,1.68811,1.68811,0.000503182,0.04339,1,1,"LINCS L1000",2.30023615772038,"Upregula NQO1"
"brd-k00925050","BRD-K00925050",-0.446995,-0.446995,0.446995,0.00183064,0.0433952,1,1,"LINCS L1000",0.609056749862313,"Downregula NQO1"
"brd-k82034465","BRD-K82034465",1.47251,1.47251,1.47251,0.00243758,0.0434241,1,1,"LINCS L1000",2.00595498125366,"Upregula NQO1"
"brd-k03829970","BRD-K03829970",-0.899497,-0.899497,0.899497,0.0049448,0.0434534,1,1,"LINCS L1000",1.22509353891714,"Downregula NQO1"
"cycloserine","cycloserine",-0.828297,-0.828297,0.828297,0.00448735,0.0435021,1,1,"LINCS L1000",1.12771789832579,"Downregula NQO1"
"mevastatin","mevastatin",1.31788,1.31788,1.60476,0.00157092,0.043509,2,1,"LINCS L1000",2.18475380076969,"Upregula NQO1"
"brd-k33720394","BRD-K33720394",0.965424,0.965424,0.965424,0.01621,0.0436106,1,1,"LINCS L1000",1.31337047333706,"Upregula NQO1"
"terbutaline","terbutaline",-1.39646,-1.39646,1.39646,0.00281067,0.0438831,1,1,"LINCS L1000",1.89597751311704,"Downregula NQO1"
"purvalanol-a","purvalanol-a",0.87395,0.87395,0.87395,0.00470601,0.0439569,1,1,"LINCS L1000",1.1859265037013,"Upregula NQO1"
"brd-a43126523","BRD-A43126523",-1.01115,-1.01115,1.01115,0.0171718,0.0441091,1,1,"LINCS L1000",1.37058531406388,"Downregula NQO1"
"sevoflurane","Sevoflurane",-0.989121,-0.989121,0.989121,0.00404386,0.0443592,1,1,"CREEDS",1.33829683050446,"Downregula NQO1"
"erythromycin","erythromycin",-1.32724,-1.32724,1.32724,0.000477499,0.0444133,1,1,"LINCS L1000",1.79507478834371,"Downregula NQO1"
"alw-ii-38-3","ALW-II-38-3",1.0308,1.0308,1.0308,0.0109996,0.0445345,1,1,"LINCS L1000",1.39292356456699,"Upregula NQO1"
"darinaparsin","darinaparsin",-1.6221,-1.6221,1.6221,0.00525713,0.0447841,1,1,"LINCS L1000",2.1880120014962,"Downregula NQO1"
"brd-k00541156","BRD-K00541156",1.48408,1.48408,1.48408,0.000105886,0.0453435,1,1,"LINCS L1000",1.99383915994867,"Upregula NQO1"
"brd-k17739445","BRD-K17739445",1.40774,1.40774,1.40774,0.000640771,0.0454417,1,1,"LINCS L1000",1.88995490332981,"Upregula NQO1"
"dac-004","DAC-004",1.02526,1.02526,1.02526,0.00342646,0.0454931,1,1,"LINCS L1000",1.37595476425075,"Upregula NQO1"
"brd-k23165181","BRD-K23165181",-1.07365,-1.07365,1.07365,0.0174624,0.0458465,1,1,"LINCS L1000",1.43728861287491,"Downregula NQO1"
"valdecoxib","valdecoxib",0.924183,0.924183,0.924183,0.0100203,0.0458554,1,1,"LINCS L1000",1.23712015631002,"Upregula NQO1"
"carvedilol","carvedilol",1.13508,1.13508,1.13508,0.00252494,0.0460865,1,1,"LINCS L1000",1.51695073367054,"Upregula NQO1"
"k3644","K3644",1.82708,1.82708,1.82708,0.00253844,0.0461061,1,1,"LINCS L1000",2.44142032466121,"Upregula NQO1"
"brd-k99582188","BRD-K99582188",-1.09586,-1.09586,1.09586,0.00820657,0.0461941,1,1,"LINCS L1000",1.46342622697057,"Downregula NQO1"
"brd-k91047982","BRD-K91047982",1.14553,1.14553,1.14553,0.0047892,0.046207,1,1,"LINCS L1000",1.52961730506355,"Upregula NQO1"
"pd-160170","PD-160170",1.35057,1.35057,1.35057,3.75991e-05,0.0465442,1,1,"LINCS L1000",1.79914079703543,"Upregula NQO1"
"brd-k79826210","BRD-K79826210",0.889774,0.889774,0.889774,0.0176152,0.0466194,1,1,"LINCS L1000",1.18467475107164,"Upregula NQO1"
"cay-10594","CAY-10594",-0.543108,-0.543108,0.543108,0.0112443,0.0466534,1,1,"LINCS L1000",0.722940128872634,"Downregula NQO1"
"brd-k31851742","BRD-K31851742",-1.1456,-1.1456,1.1456,0.0273136,0.0470395,1,1,"LINCS L1000",1.52082673452508,"Downregula NQO1"
"aliskiren","aliskiren",1.13633,1.13633,1.13633,0.00123053,0.0470616,1,1,"LINCS L1000",1.50828866216106,"Upregula NQO1"
"bi-78d3","BI-78D3",0.990056,0.990056,0.990056,0.00032801,0.047222,1,1,"LINCS L1000",1.31267131481613,"Upregula NQO1"
"fu-jmbii113b","FU-JMBII113B",-1.22296,-1.22296,1.22296,0.00714108,0.0472985,1,1,"LINCS L1000",1.6206086628709,"Downregula NQO1"
"acdpp","ACDPP",1.18421,1.18421,1.18421,0.000751571,0.0474735,1,1,"LINCS L1000",1.56735966357049,"Upregula NQO1"
"cp-55940","CP-55940",1.23246,1.23246,1.23246,0.000532718,0.0475418,1,1,"LINCS L1000",1.63045138050135,"Upregula NQO1"
"tetrindole","tetrindole",0.984827,0.984827,0.984827,0.0116637,0.047936,1,1,"LINCS L1000",1.29931988968186,"Upregula NQO1"
"brd-k87063901","BRD-K87063901",1.24781,1.24781,1.24781,0.00198946,0.0483392,1,1,"LINCS L1000",1.64174429246319,"Upregula NQO1"
"brd-k93623754","BRD-K93623754",-0.802114,-0.802114,0.802114,0.00490802,0.0483499,1,1,"LINCS L1000",1.05526472359347,"Downregula NQO1"
"fluspirilene","fluspirilene",0.983985,0.983985,0.983985,0.00170204,0.0484802,1,1,"LINCS L1000",1.29338491111238,"Upregula NQO1"
"zardaverine","zardaverine",1.1696,1.1696,1.1696,0.014163,0.0486924,1,1,"LINCS L1000",1.53514540268274,"Upregula NQO1"
"tegaserod","tegaserod",-1.15185,-1.15185,1.15185,0.00138248,0.0487432,1,1,"LINCS L1000",1.51132621613962,"Downregula NQO1"
"pkcbeta-inhibitor","PKCbeta-inhibitor",0.71883,0.71883,0.71883,0.00106231,0.0487743,1,1,"LINCS L1000",0.942967630982606,"Upregula NQO1"
"brd-k14790374","BRD-K14790374",0.938593,0.938593,0.938593,0.010205,0.0488555,1,1,"LINCS L1000",1.23057664665418,"Upregula NQO1"
"brd-k84450674","BRD-K84450674",1.00555,1.00555,1.00555,0.0121333,0.0490442,1,1,"LINCS L1000",1.31667958372006,"Upregula NQO1"
"pnu-96415e","PNU-96415E",-1.44847,-1.44847,1.44847,0.000788334,0.0493107,1,1,"LINCS L1000",1.89323550683618,"Downregula NQO1"
"brd-k30640165","BRD-K30640165",-1.0414,-1.0414,1.0414,0.0158277,0.0493144,1,1,"LINCS L1000",1.36113713310098,"Downregula NQO1"
"bucladesine","bucladesine",0.907078,0.907078,0.907078,0.0097517,0.0493413,1,1,"LINCS L1000",1.18535992652741,"Upregula NQO1"
"serdemetan","serdemetan",-0.722577,-0.722577,0.722577,0.0138197,0.0496534,1,1,"LINCS L1000",0.942277265193624,"Downregula NQO1"
"brd-k70891562","BRD-K70891562",-0.906906,-0.906906,0.906906,0.0104871,0.0496761,1,1,"LINCS L1000",1.18247166201769,"Downregula NQO1"
"valproic acid","valproic acid",0.354072,0.354072,0.354072,0.00649552,0.070102,1,1,"CMAP",0.408694542800648,"Upregula NQO1"
"pioglitazone","pioglitazone",0.39958,0.39958,0.39958,0.00825567,0.0765749,1,1,"CMAP",0.445896740972473,"Upregula NQO1"
"lorglumide","lorglumide",0.502257,0.502257,0.502257,0.00533058,0.154695,1,1,"CMAP",0.407091213640567,"Upregula NQO1"
"flurbiprofen","flurbiprofen",0.509009,0.509009,0.509009,0.00501925,0.540797,1,1,"CMAP",0.135887957353332,"Upregula NQO1"
