"CID","Name","Gene","Direction","Entrez"
4871,NA,"PPARG","down",5468
4829,NA,"PPARG","down",5468
4713,NA,"PPARG","down",5468
4614,NA,"PPARG","down",5468
4553,NA,"PPARG","down",5468
4495,NA,"PPARG","down",5468
4493,NA,"PPARG","down",5468
4488,NA,"PPARG","down",5468
4130,NA,"PPARG","down",5468
3922,NA,"PPARG","down",5468
3899,NA,"PPARG","down",5468
3885,NA,"PPARG","down",5468
3806,NA,"PPARG","down",5468
3767,NA,"PPARG","down",5468
3730,NA,"PPARG","down",5468
3715,NA,"PPARG","down",5468
3690,NA,"PPARG","down",5468
3463,NA,"PPARG","down",5468
3444,NA,"PPARG","down",5468
3406,NA,"PPARG","down",5468
3397,NA,"PPARG","down",5468
3385,NA,"PPARG","down",5468
3371,NA,"PPARG","down",5468
3352,NA,"PPARG","down",5468
3346,NA,"PPARG","down",5468
3314,NA,"PPARG","down",5468
3117,NA,"PPARG","down",5468
3036,NA,"PPARG","down",5468
3017,NA,"PPARG","down",5468
2871,NA,"PPARG","down",5468
2797,NA,"PPARG","down",5468
2796,NA,"PPARG","down",5468
2787,NA,"PPARG","down",5468
2750,NA,"PPARG","down",5468
2730,NA,"PPARG","down",5468
2723,NA,"PPARG","down",5468
2662,NA,"PPARG","down",5468
2526,NA,"PPARG","down",5468
2519,NA,"PPARG","down",5468
2511,NA,"PPARG","down",5468
2478,NA,"PPARG","down",5468
2375,NA,"PPARG","down",5468
2374,NA,"PPARG","down",5468
2353,NA,"PPARG","down",5468
2347,NA,"PPARG","down",5468
2336,NA,"PPARG","down",5468
2286,NA,"PPARG","down",5468
2268,NA,"PPARG","down",5468
2244,NA,"PPARG","down",5468
2051,NA,"PPARG","down",5468
1988,NA,"PPARG","down",5468
1983,NA,"PPARG","down",5468
985,NA,"PPARG","down",5468
977,NA,"PPARG","down",5468
935,NA,"PPARG","down",5468
896,NA,"PPARG","down",5468
784,NA,"PPARG","down",5468
702,NA,"PPARG","down",5468
460,NA,"PPARG","down",5468
241,NA,"PPARG","down",5468
177,NA,"PPARG","down",5468
33,NA,"PPARG","down",5468
122361400,NA,"STRADB","down",55437
71662960,NA,"STRADB","down",55437
71509318,NA,"STRADB","down",55437
9874191,NA,"STRADB","down",55437
6509863,NA,"STRADB","down",55437
644019,NA,"STRADB","down",55437
444795,NA,"STRADB","down",55437
409301,NA,"STRADB","down",55437
186907,NA,"STRADB","down",55437
65064,NA,"STRADB","down",55437
26177,NA,"STRADB","down",55437
24823,NA,"STRADB","down",55437
24597,NA,"STRADB","down",55437
24462,NA,"STRADB","down",55437
23973,NA,"STRADB","down",55437
5455,NA,"STRADB","down",55437
3899,NA,"STRADB","down",55437
2519,NA,"STRADB","down",55437
2336,NA,"STRADB","down",55437
784,NA,"STRADB","down",55437
122361400,NA,"CREB1","down",1385
78358496,NA,"CREB1","down",1385
71662960,NA,"CREB1","down",1385
56649281,NA,"CREB1","down",1385
44185871,NA,"CREB1","down",1385
17754066,NA,"CREB1","down",1385
16211460,NA,"CREB1","down",1385
16132435,NA,"CREB1","down",1385
15678335,NA,"CREB1","down",1385
11556427,NA,"CREB1","down",1385
11524144,NA,"CREB1","down",1385
10453764,NA,"CREB1","down",1385
10323834,NA,"CREB1","down",1385
10223146,NA,"CREB1","down",1385
10176668,NA,"CREB1","down",1385
10127622,NA,"CREB1","down",1385
9890209,NA,"CREB1","down",1385
9867869,NA,"CREB1","down",1385
9817652,NA,"CREB1","down",1385
6918540,NA,"CREB1","down",1385
6518171,NA,"CREB1","down",1385
6440821,NA,"CREB1","down",1385
6326970,NA,"CREB1","down",1385
5318767,NA,"CREB1","down",1385
5315263,NA,"CREB1","down",1385
5311211,NA,"CREB1","down",1385
5283560,NA,"CREB1","down",1385
5282379,NA,"CREB1","down",1385
5281969,NA,"CREB1","down",1385
5280435,NA,"CREB1","down",1385
4210951,NA,"CREB1","down",1385
4124851,NA,"CREB1","down",1385
3080635,NA,"CREB1","down",1385
3036864,NA,"CREB1","down",1385
3032536,NA,"CREB1","down",1385
3025961,NA,"CREB1","down",1385
2871948,NA,"CREB1","down",1385
969491,NA,"CREB1","down",1385
697993,NA,"CREB1","down",1385
644019,NA,"CREB1","down",1385
638024,NA,"CREB1","down",1385
452707,NA,"CREB1","down",1385
449241,NA,"CREB1","down",1385
449171,NA,"CREB1","down",1385
444795,NA,"CREB1","down",1385
433294,NA,"CREB1","down",1385
409301,NA,"CREB1","down",1385
359862,NA,"CREB1","down",1385
312145,NA,"CREB1","down",1385
253602,NA,"CREB1","down",1385
185792,NA,"CREB1","down",1385
176407,NA,"CREB1","down",1385
176155,NA,"CREB1","down",1385
161597,NA,"CREB1","down",1385
161491,NA,"CREB1","down",1385
124219,NA,"CREB1","down",1385
108152,NA,"CREB1","down",1385
108143,NA,"CREB1","down",1385
107876,NA,"CREB1","down",1385
105008,NA,"CREB1","down",1385
104794,NA,"CREB1","down",1385
104751,NA,"CREB1","down",1385
100016,NA,"CREB1","down",1385
99562,NA,"CREB1","down",1385
87517,NA,"CREB1","down",1385
73581,NA,"CREB1","down",1385
65064,NA,"CREB1","down",1385
60961,NA,"CREB1","down",1385
54454,NA,"CREB1","down",1385
47576,NA,"CREB1","down",1385
47289,NA,"CREB1","down",1385
37036,NA,"CREB1","down",1385
27924,NA,"CREB1","down",1385
24962,NA,"CREB1","down",1385
24823,NA,"CREB1","down",1385
24597,NA,"CREB1","down",1385
24502,NA,"CREB1","down",1385
24462,NA,"CREB1","down",1385
24459,NA,"CREB1","down",1385
24424,NA,"CREB1","down",1385
23994,NA,"CREB1","down",1385
23973,NA,"CREB1","down",1385
23930,NA,"CREB1","down",1385
22880,NA,"CREB1","down",1385
20770,NA,"CREB1","down",1385
14985,NA,"CREB1","down",1385
13089,NA,"CREB1","down",1385
10667,NA,"CREB1","down",1385
9687,NA,"CREB1","down",1385
9444,NA,"CREB1","down",1385
9131,NA,"CREB1","down",1385
8814,NA,"CREB1","down",1385
8515,NA,"CREB1","down",1385
7847,NA,"CREB1","down",1385
7840,NA,"CREB1","down",1385
7057,NA,"CREB1","down",1385
6959,NA,"CREB1","down",1385
6758,NA,"CREB1","down",1385
6654,NA,"CREB1","down",1385
6626,NA,"CREB1","down",1385
6562,NA,"CREB1","down",1385
6423,NA,"CREB1","down",1385
6410,NA,"CREB1","down",1385
6303,NA,"CREB1","down",1385
6264,NA,"CREB1","down",1385
6207,NA,"CREB1","down",1385
5591,NA,"CREB1","down",1385
5455,NA,"CREB1","down",1385
5169,NA,"CREB1","down",1385
5083,NA,"CREB1","down",1385
4943,NA,"CREB1","down",1385
4873,NA,"CREB1","down",1385
4713,NA,"CREB1","down",1385
4485,NA,"CREB1","down",1385
4211,NA,"CREB1","down",1385
4156,NA,"CREB1","down",1385
4133,NA,"CREB1","down",1385
3973,NA,"CREB1","down",1385
3314,NA,"CREB1","down",1385
3117,NA,"CREB1","down",1385
3036,NA,"CREB1","down",1385
2519,NA,"CREB1","down",1385
2361,NA,"CREB1","down",1385
2336,NA,"CREB1","down",1385
2249,NA,"CREB1","down",1385
2051,NA,"CREB1","down",1385
1752,NA,"CREB1","down",1385
1456,NA,"CREB1","down",1385
977,NA,"CREB1","down",1385
785,NA,"CREB1","down",1385
784,NA,"CREB1","down",1385
712,NA,"CREB1","down",1385
702,NA,"CREB1","down",1385
544,NA,"CREB1","down",1385
370,NA,"CREB1","down",1385
323,NA,"CREB1","down",1385
6,NA,"CREB1","down",1385
162623841,NA,"CFTR","down",1080
139399801,NA,"CFTR","down",1080
134687598,NA,"CFTR","down",1080
134587348,NA,"CFTR","down",1080
134393443,NA,"CFTR","down",1080
132472080,NA,"CFTR","down",1080
132189640,NA,"CFTR","down",1080
129027688,NA,"CFTR","down",1080
122361400,NA,"CFTR","down",1080
121439966,NA,"CFTR","down",1080
121301049,NA,"CFTR","down",1080
121250885,NA,"CFTR","down",1080
71470491,NA,"CFTR","down",1080
58442344,NA,"CFTR","down",1080
46199646,NA,"CFTR","down",1080
44150640,NA,"CFTR","down",1080
16682730,NA,"CFTR","down",1080
16678941,NA,"CFTR","down",1080
16220172,NA,"CFTR","down",1080
11957831,NA,"CFTR","down",1080
11738767,NA,"CFTR","down",1080
11524144,NA,"CFTR","down",1080
11401613,NA,"CFTR","down",1080
10486087,NA,"CFTR","down",1080
9916436,NA,"CFTR","down",1080
9895468,NA,"CFTR","down",1080
9795307,NA,"CFTR","down",1080
6918638,NA,"CFTR","down",1080
5497136,NA,"CFTR","down",1080
5360545,NA,"CFTR","down",1080
5328779,NA,"CFTR","down",1080
5311358,NA,"CFTR","down",1080
5311330,NA,"CFTR","down",1080
5288382,NA,"CFTR","down",1080
5287620,NA,"CFTR","down",1080
5284373,NA,"CFTR","down",1080
5281605,NA,"CFTR","down",1080
5280961,NA,"CFTR","down",1080
5280443,NA,"CFTR","down",1080
4521392,NA,"CFTR","down",1080
3081771,NA,"CFTR","down",1080
3036038,NA,"CFTR","down",1080
969516,NA,"CFTR","down",1080
781239,NA,"CFTR","down",1080
504670,NA,"CFTR","down",1080
462382,NA,"CFTR","down",1080
449241,NA,"CFTR","down",1080
449193,NA,"CFTR","down",1080
446378,NA,"CFTR","down",1080
444732,NA,"CFTR","down",1080
440071,NA,"CFTR","down",1080
439196,NA,"CFTR","down",1080
433294,NA,"CFTR","down",1080
312145,NA,"CFTR","down",1080
294641,NA,"CFTR","down",1080
124886,NA,"CFTR","down",1080
123865,NA,"CFTR","down",1080
121855,NA,"CFTR","down",1080
119480,NA,"CFTR","down",1080
107854,NA,"CFTR","down",1080
104858,NA,"CFTR","down",1080
104775,NA,"CFTR","down",1080
104741,NA,"CFTR","down",1080
95489,NA,"CFTR","down",1080
91636,NA,"CFTR","down",1080
65359,NA,"CFTR","down",1080
60961,NA,"CFTR","down",1080
60943,NA,"CFTR","down",1080
51634,NA,"CFTR","down",1080
39562,NA,"CFTR","down",1080
33113,NA,"CFTR","down",1080
30165,NA,"CFTR","down",1080
24823,NA,"CFTR","down",1080
24612,NA,"CFTR","down",1080
24526,NA,"CFTR","down",1080
24408,NA,"CFTR","down",1080
23994,NA,"CFTR","down",1080
23973,NA,"CFTR","down",1080
20083,NA,"CFTR","down",1080
16078,NA,"CFTR","down",1080
15625,NA,"CFTR","down",1080
9322,NA,"CFTR","down",1080
9191,NA,"CFTR","down",1080
8174,NA,"CFTR","down",1080
8129,NA,"CFTR","down",1080
6796,NA,"CFTR","down",1080
6626,NA,"CFTR","down",1080
6076,NA,"CFTR","down",1080
5994,NA,"CFTR","down",1080
5894,NA,"CFTR","down",1080
5727,NA,"CFTR","down",1080
5238,NA,"CFTR","down",1080
5092,NA,"CFTR","down",1080
4713,NA,"CFTR","down",1080
4549,NA,"CFTR","down",1080
4497,NA,"CFTR","down",1080
4488,NA,"CFTR","down",1080
4362,NA,"CFTR","down",1080
4122,NA,"CFTR","down",1080
3973,NA,"CFTR","down",1080
3488,NA,"CFTR","down",1080
3371,NA,"CFTR","down",1080
3036,NA,"CFTR","down",1080
2687,NA,"CFTR","down",1080
2471,NA,"CFTR","down",1080
2336,NA,"CFTR","down",1080
2284,NA,"CFTR","down",1080
2201,NA,"CFTR","down",1080
1730,NA,"CFTR","down",1080
957,NA,"CFTR","down",1080
943,NA,"CFTR","down",1080
935,NA,"CFTR","down",1080
784,NA,"CFTR","down",1080
769,NA,"CFTR","down",1080
544,NA,"CFTR","down",1080
312,NA,"CFTR","down",1080
122361400,NA,"PPP2R2C","down",5522
71600087,NA,"PPP2R2C","down",5522
46907787,NA,"PPP2R2C","down",5522
11524144,NA,"PPP2R2C","down",5522
10323834,NA,"PPP2R2C","down",5522
9936746,NA,"PPP2R2C","down",5522
6509863,NA,"PPP2R2C","down",5522
5371560,NA,"PPP2R2C","down",5522
5283349,NA,"PPP2R2C","down",5522
5280961,NA,"PPP2R2C","down",5522
4521392,NA,"PPP2R2C","down",5522
444732,NA,"PPP2R2C","down",5522
409301,NA,"PPP2R2C","down",5522
186907,NA,"PPP2R2C","down",5522
104741,NA,"PPP2R2C","down",5522
65157,NA,"PPP2R2C","down",5522
13109,NA,"PPP2R2C","down",5522
12111,NA,"PPP2R2C","down",5522
9128,NA,"PPP2R2C","down",5522
6626,NA,"PPP2R2C","down",5522
5641,NA,"PPP2R2C","down",5522
5591,NA,"PPP2R2C","down",5522
5311,NA,"PPP2R2C","down",5522
4261,NA,"PPP2R2C","down",5522
4098,NA,"PPP2R2C","down",5522
2336,NA,"PPP2R2C","down",5522
1983,NA,"PPP2R2C","down",5522
935,NA,"PPP2R2C","down",5522
544,NA,"PPP2R2C","down",5522
135398737,NA,"SREBF1","down",6720
122361400,NA,"SREBF1","down",6720
90684366,NA,"SREBF1","down",6720
89084603,NA,"SREBF1","down",6720
71662960,NA,"SREBF1","down",6720
71521142,NA,"SREBF1","down",6720
67171867,NA,"SREBF1","down",6720
57426056,NA,"SREBF1","down",6720
51039095,NA,"SREBF1","down",6720
46907787,NA,"SREBF1","down",6720
44566110,NA,"SREBF1","down",6720
44462760,NA,"SREBF1","down",6720
25262792,NA,"SREBF1","down",6720
25232708,NA,"SREBF1","down",6720
25227436,NA,"SREBF1","down",6720
24779593,NA,"SREBF1","down",6720
23665730,NA,"SREBF1","down",6720
23661637,NA,"SREBF1","down",6720
21723007,NA,"SREBF1","down",6720
21593892,NA,"SREBF1","down",6720
17754066,NA,"SREBF1","down",6720
14036811,NA,"SREBF1","down",6720
11978813,NA,"SREBF1","down",6720
11707110,NA,"SREBF1","down",6720
11660520,NA,"SREBF1","down",6720
11524144,NA,"SREBF1","down",6720
11228693,NA,"SREBF1","down",6720
11214940,NA,"SREBF1","down",6720
10435654,NA,"SREBF1","down",6720
9893571,NA,"SREBF1","down",6720
9600409,NA,"SREBF1","down",6720
5478003,NA,"SREBF1","down",6720
5469528,NA,"SREBF1","down",6720
5353431,NA,"SREBF1","down",6720
5320315,NA,"SREBF1","down",6720
5318980,NA,"SREBF1","down",6720
5311139,NA,"SREBF1","down",6720
5288679,NA,"SREBF1","down",6720
5284373,NA,"SREBF1","down",6720
5282105,NA,"SREBF1","down",6720
5281792,NA,"SREBF1","down",6720
5281717,NA,"SREBF1","down",6720
5281600,NA,"SREBF1","down",6720
5280961,NA,"SREBF1","down",6720
5280795,NA,"SREBF1","down",6720
5280489,NA,"SREBF1","down",6720
4521392,NA,"SREBF1","down",6720
4068248,NA,"SREBF1","down",6720
3613485,NA,"SREBF1","down",6720
3467590,NA,"SREBF1","down",6720
3392731,NA,"SREBF1","down",6720
3035026,NA,"SREBF1","down",6720
3032536,NA,"SREBF1","down",6720
3000518,NA,"SREBF1","down",6720
2827646,NA,"SREBF1","down",6720
1889993,NA,"SREBF1","down",6720
1548943,NA,"SREBF1","down",6720
689043,NA,"SREBF1","down",6720
644019,NA,"SREBF1","down",6720
516900,NA,"SREBF1","down",6720
471002,NA,"SREBF1","down",6720
449241,NA,"SREBF1","down",6720
449171,NA,"SREBF1","down",6720
447912,NA,"SREBF1","down",6720
447905,NA,"SREBF1","down",6720
447715,NA,"SREBF1","down",6720
446738,NA,"SREBF1","down",6720
446378,NA,"SREBF1","down",6720
444795,NA,"SREBF1","down",6720
441921,NA,"SREBF1","down",6720
439242,NA,"SREBF1","down",6720
359862,NA,"SREBF1","down",6720
220401,NA,"SREBF1","down",6720
186907,NA,"SREBF1","down",6720
181105,NA,"SREBF1","down",6720
161491,NA,"SREBF1","down",6720
160521,NA,"SREBF1","down",6720
150311,NA,"SREBF1","down",6720
123631,NA,"SREBF1","down",6720
114778,NA,"SREBF1","down",6720
105008,NA,"SREBF1","down",6720
100332,NA,"SREBF1","down",6720
95170,NA,"SREBF1","down",6720
86132,NA,"SREBF1","down",6720
82146,NA,"SREBF1","down",6720
77797,NA,"SREBF1","down",6720
73399,NA,"SREBF1","down",6720
68870,NA,"SREBF1","down",6720
67818,NA,"SREBF1","down",6720
65094,NA,"SREBF1","down",6720
65064,NA,"SREBF1","down",6720
54454,NA,"SREBF1","down",6720
53232,NA,"SREBF1","down",6720
43234,NA,"SREBF1","down",6720
39042,NA,"SREBF1","down",6720
32014,NA,"SREBF1","down",6720
31357,NA,"SREBF1","down",6720
27375,NA,"SREBF1","down",6720
26177,NA,"SREBF1","down",6720
26176,NA,"SREBF1","down",6720
24823,NA,"SREBF1","down",6720
23985,NA,"SREBF1","down",6720
23973,NA,"SREBF1","down",6720
23930,NA,"SREBF1","down",6720
20393,NA,"SREBF1","down",6720
15625,NA,"SREBF1","down",6720
13591,NA,"SREBF1","down",6720
12544,NA,"SREBF1","down",6720
12540,NA,"SREBF1","down",6720
10787,NA,"SREBF1","down",6720
10494,NA,"SREBF1","down",6720
10146,NA,"SREBF1","down",6720
9317,NA,"SREBF1","down",6720
9171,NA,"SREBF1","down",6720
9153,NA,"SREBF1","down",6720
8515,NA,"SREBF1","down",6720
8468,NA,"SREBF1","down",6720
8289,NA,"SREBF1","down",6720
7847,NA,"SREBF1","down",6720
7289,NA,"SREBF1","down",6720
7127,NA,"SREBF1","down",6720
7057,NA,"SREBF1","down",6720
6777,NA,"SREBF1","down",6720
6758,NA,"SREBF1","down",6720
6654,NA,"SREBF1","down",6720
6626,NA,"SREBF1","down",6720
6562,NA,"SREBF1","down",6720
6540,NA,"SREBF1","down",6720
6529,NA,"SREBF1","down",6720
6303,NA,"SREBF1","down",6720
5994,NA,"SREBF1","down",6720
5954,NA,"SREBF1","down",6720
5951,NA,"SREBF1","down",6720
5921,NA,"SREBF1","down",6720
5591,NA,"SREBF1","down",6720
4261,NA,"SREBF1","down",6720
4156,NA,"SREBF1","down",6720
3973,NA,"SREBF1","down",6720
3885,NA,"SREBF1","down",6720
3385,NA,"SREBF1","down",6720
3117,NA,"SREBF1","down",6720
2796,NA,"SREBF1","down",6720
2526,NA,"SREBF1","down",6720
2519,NA,"SREBF1","down",6720
2353,NA,"SREBF1","down",6720
2336,NA,"SREBF1","down",6720
1983,NA,"SREBF1","down",6720
1145,NA,"SREBF1","down",6720
985,NA,"SREBF1","down",6720
977,NA,"SREBF1","down",6720
784,NA,"SREBF1","down",6720
712,NA,"SREBF1","down",6720
702,NA,"SREBF1","down",6720
544,NA,"SREBF1","down",6720
241,NA,"SREBF1","down",6720
177,NA,"SREBF1","down",6720
25195294,NA,"RHEB","down",6009
4521392,NA,"RHEB","down",6009
3032536,NA,"RHEB","down",6009
644019,NA,"RHEB","down",6009
409301,NA,"RHEB","down",6009
155166,NA,"RHEB","down",6009
154083,NA,"RHEB","down",6009
153557,NA,"RHEB","down",6009
148195,NA,"RHEB","down",6009
95170,NA,"RHEB","down",6009
73864,NA,"RHEB","down",6009
37013,NA,"RHEB","down",6009
24462,NA,"RHEB","down",6009
23994,NA,"RHEB","down",6009
23973,NA,"RHEB","down",6009
14410,NA,"RHEB","down",6009
12111,NA,"RHEB","down",6009
9128,NA,"RHEB","down",6009
8289,NA,"RHEB","down",6009
6626,NA,"RHEB","down",6009
6618,NA,"RHEB","down",6009
6560,NA,"RHEB","down",6009
6423,NA,"RHEB","down",6009
6410,NA,"RHEB","down",6009
5455,NA,"RHEB","down",6009
4098,NA,"RHEB","down",6009
2336,NA,"RHEB","down",6009
544,NA,"RHEB","down",6009
71509318,NA,"RAB10","down",10890
9874191,NA,"RAB10","down",10890
5284373,NA,"RAB10","down",10890
457193,NA,"RAB10","down",10890
186907,NA,"RAB10","down",10890
154083,NA,"RAB10","down",10890
73864,NA,"RAB10","down",10890
68740,NA,"RAB10","down",10890
66166,NA,"RAB10","down",10890
24462,NA,"RAB10","down",10890
14410,NA,"RAB10","down",10890
6618,NA,"RAB10","down",10890
4156,NA,"RAB10","down",10890
2336,NA,"RAB10","down",10890
1983,NA,"RAB10","down",10890
935,NA,"RAB10","down",10890
784,NA,"RAB10","down",10890
101644674,NA,"RAB14","down",51552
71662960,NA,"RAB14","down",51552
25195294,NA,"RAB14","down",51552
10236627,NA,"RAB14","down",51552
6438357,NA,"RAB14","down",51552
6326970,NA,"RAB14","down",51552
5284373,NA,"RAB14","down",51552
5281707,NA,"RAB14","down",51552
4521392,NA,"RAB14","down",51552
444795,NA,"RAB14","down",51552
186907,NA,"RAB14","down",51552
73864,NA,"RAB14","down",51552
66166,NA,"RAB14","down",51552
14985,NA,"RAB14","down",51552
9416,NA,"RAB14","down",51552
8063,NA,"RAB14","down",51552
6758,NA,"RAB14","down",51552
4766,NA,"RAB14","down",51552
3767,NA,"RAB14","down",51552
