"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",0.404358353510896,0.645191043093583,0.102080107662747,0.459109301795646,1.05527138112262,16,"CYP46A1/CYP27A1/HSD3B7/CH25H"
"KEGG_PRION_DISEASES",0.410774410774411,0.645191043093583,0.080419996876154,-0.392316155241885,-1.03043357181461,35,"MAP2K2/NCAM1/STIP1/MAPK1/LAMC1/NCAM2/C1QB/C5/ELK1"
"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",0.464285714285714,0.64998262078554,0.0928481214159878,0.398057045656041,0.990811549543467,22,"TARS2/VARS2/HARS2"
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",0.476190476190476,0.64998262078554,0.0714786287425507,-0.365955774714186,-0.983539238053602,42,"HK3/PGM2/NANS/UXS1/GNE/NANP/GALK2/GNPDA2/NPL/GALK1/CMAS/HK1/GNPNAT1/UGP2/GCK/HK2/GFPT2/GNPDA1/GMPPB"
"KEGG_AXON_GUIDANCE",0.471337579617834,0.64998262078554,0.109684061970549,0.28802884843006,0.995510127390035,128,"SEMA4C/RAC1/PAK4/GNAI2/SEMA3B/CDC42/EPHA3/SEMA4A/EFNA1/ABL1/SEMA5B/SRGAP2/CXCR4/GNAI3/SLIT2/SEMA6C/RGS3/NGEF/EPHA7/RAC3/SEMA3G/SLIT3/UNC5B/FES/PLXNA2/NFATC2/ROBO3/SRGAP3/EFNA3/NFATC1/PLXNB3/DPYSL2/ROBO2"
"KEGG_INOSITOL_PHOSPHATE_METABOLISM",0.453355155482815,0.64998262078554,0.0738052724171275,-0.361288464357257,-1.00609468061488,54,"ITPK1/PIK3CB/PLCD3/PIP5K1B/IMPA2/ITPKA/ITPKB/PIP4K2B/PIK3C2A/PIP4K2C/INPPL1/INPP1/PLCB2/PIK3CA/PIK3CD"
"KEGG_RENIN_ANGIOTENSIN_SYSTEM",0.460240963855422,0.64998262078554,0.0940503465727813,0.437690471164937,1.01753854618573,17,"MME/CMA1/ACE/CTSG/CPA3/AGT/AGTR2"
"KEGG_SPHINGOLIPID_METABOLISM",0.462962962962963,0.64998262078554,0.0741758965588009,-0.379543760579834,-0.99688638270095,35,"SGPP2/B4GALT6/ASAH2/SGMS1/GALC/CERK/ACER3"
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS",0.463476070528967,0.64998262078554,0.096240602328129,0.32947093426982,0.997051954351862,55,"ACTN2/HLA-DRA/HLA-DQA1/ACTN4/HLA-DRB1/HLA-DPB1/HLA-DQB1/HLA-DPA1/CTSG/FCGR3B/TNF/HLA-DMA/HLA-DRB5"
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.446902654867257,0.64998262078554,0.0692836467392548,-0.326350607367563,-0.992521533529618,92,"TAB2/PIK3CB/MAP2K2/MAPK9/LBP/SPP1/MAP3K8/IRAK1/MAPK1/CD14/TRAF6/AKT2/AKT3/TBK1/MAP2K6/PIK3CA/TLR6/PIK3CD/TLR4/MAPK14/CHUK/MAPK13"
"KEGG_TYROSINE_METABOLISM",0.476190476190476,0.64998262078554,0.0943563635421779,0.356975193611872,0.997939426213612,40,"TYRP1/ALDH3B2/HEMK1/ALDH3B1/AOC3/ADH5/GSTZ1/HGD/GOT2/LCMT1/METTL2B"
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",0.474093264248705,0.64998262078554,0.0965629554309422,0.352595948787019,0.993821356561264,43,"IVD/BCKDHA/ALDH9A1/ACAD8/PCCB/ACADS/ABAT/DLD/HMGCL/ALDH2"
"KEGG_BASAL_CELL_CARCINOMA",0.503778337531486,0.670402656704027,0.0913924325943768,0.322539175128751,0.976074917290866,55,"CTNNB1/WNT9A/BMP4/FZD1/BMP2/SMO/FZD7/WNT10B/HHIP/LEF1/WNT16/APC2/GLI2"
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.523291925465838,0.670402656704027,0.0640703750499722,-0.332934359617564,-0.967172577349543,68,"SERPINA5/TFPI/CD59/C3/KNG1/A2M/F13A1/F5/C4BPB/CFI/C1QB/MASP2/F11/C5"
"KEGG_GLIOMA",0.509493670886076,0.670402656704027,0.0662842187012672,-0.338893064147128,-0.974776612206494,65,"SOS1/PIK3CB/MAP2K2/GRB2/MTOR/MAPK1/EGF/E2F2/CDK6/TGFA/AKT2/AKT3/RAF1/CAMK2A/KRAS/PIK3CA/PIK3CD/SHC3/SOS2"
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.513317191283293,0.670402656704027,0.0880945010398517,0.429685188436831,0.966508441115608,15,"ST6GALNAC4/HEXB/HEXA/ST8SIA5"
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES",0.510843373493976,0.670402656704027,0.0880945010398517,0.434272969799327,0.964784650326113,14,"HEXB/HEXA/B3GALT5/FUT1"
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.510688836104513,0.670402656704027,0.0873098257637931,0.379964728412208,0.968594425436349,25,"ST3GAL6/B3GNT5/FUT4/B3GNT2/B4GALT2/B3GALT5/FUT1/ST3GAL3"
"KEGG_LEISHMANIA_INFECTION",0.523415977961432,0.670402656704027,0.0943563635421779,0.305857300847166,0.967395945472541,70,"JAK2/JUN/HLA-DRA/HLA-DQA1/TGFB2/HLA-DRB1/HLA-DPB1/HLA-DQB1/MAPK12/HLA-DPA1/TGFB3/NFKBIA/FCGR3B/FOS/TNF/HLA-DMA/PTGS2/HLA-DRB5"
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",0.496794871794872,0.670402656704027,0.106729884364606,0.291098930752928,0.993153162019533,121,"HLA-E/SHC2/PLCG1/RAC1/KLRD1/HLA-A/HLA-B/HLA-C/ZAP70/HLA-G/HCST/LAT/ICAM2/PTPN11/PRF1/KLRK1/CD48/RAC3/TNFRSF10C/CASP3/IFNA14/NFATC2/MICB/LCK/FCGR3B"
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",0.523291925465838,0.670402656704027,0.0640703750499722,-0.329089758230788,-0.967054613532388,76,"ITPK1/PIK3CB/PLCD3/PIP5K1B/IMPA2/ITPKA/ITPKB/PIP4K2B/PIK3C2A/PIP4K2C/DGKE/ITPR2/INPPL1/INPP1/PLCB2/PIK3CA/PIK3CD"
"KEGG_FATTY_ACID_METABOLISM",0.527093596059113,0.670520424918736,0.066436413766281,-0.355672088075079,-0.955900900253607,42,"ADH1B/ADH1A/ACAA2/HADHB/ADH1C/ACAT2/CYP4A22/EHHADH/ACSL3/ADH4/ACSL1/CYP4A11/ECI2/ACSL6/HADHA"
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",0.555819477434679,0.702169758291175,0.0826646449123753,0.368105550721995,0.938363373598983,25,"ALDH9A1/ALDH2"
"KEGG_DILATED_CARDIOMYOPATHY",0.562314540059347,0.702169758291175,0.0584693210386381,-0.313074475746971,-0.946178582777635,88,"ADCY9/TTN/CACNA2D3/MYH6/ITGB1/ITGA11/CACNB2/TPM2/SGCB/ATP2A2"
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",0.563237774030354,0.702169758291175,0.0645031249656493,-0.370203937049249,-0.921554703670268,27,"PGD/TKT/PGM2/FBP2/G6PD/ALDOC/PFKM/RPEL1/FBP1/TALDO1"
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",0.5859375,0.722496166451186,0.0589694466690997,-0.322569108123344,-0.942908339538271,73,"CACNA2D3/DSP/ITGB1/ITGA11/CACNB2/DSC2/SGCB/ATP2A2/CTNNA1/TCF7/PKP2/JUP/CACNA2D4/DES/ITGA2"
