"gene","log2FoldChange","AveExpr","t","pvalue","padj","B","direction","significant","neg_log10_padj","description"
"EIF4EBP1",-1.03531661285485,4.41808330819939,-4.61326638239494,2.70000699705938e-05,0.000407112406381833,2.23641993205559,"down",TRUE,3.39028566268797,"EIF4EBP1; eukaryotic translation initiation factor 4E binding protein 1 [KO:K07205]"
"PFKP",0.392984939997764,7.29520101964981,4.60293442904186,2.7962624600833e-05,0.000418608994113794,2.20292761666125,"up",FALSE,3.37819144476936,"PFKP; phosphofructokinase, platelet [KO:K00850] [EC:2.7.1.11]"
"SIRT1",0.356732683177699,3.21545787226258,4.36475535228358,6.22213335748476e-05,0.00080602632799962,1.43954811466127,"up",FALSE,3.09365077219217,"SIRT1; sirtuin 1 [KO:K11411] [EC:2.3.1.286]"
"CCND1",0.596710165177143,5.87727966448711,4.32068924999757,7.20217541430342e-05,0.000915411372069513,1.30024774629842,"up",FALSE,3.03838369667564,"CCND1; cyclin D1 [KO:K04503]"
"PPP2R5E",-0.298147151706428,4.00016991612275,-4.30262313802158,7.64603974162096e-05,0.000958147933120408,1.24332216275223,"down",FALSE,3.01856743290688,"PPP2R5E; protein phosphatase 2 regulatory subunit B'epsilon [KO:K11584]"
"CAB39L",-0.519116954269925,4.51924394751868,-4.28745698039701,8.03911198787283e-05,0.000995341406550871,1.19561819011729,"down",FALSE,3.00202792875235,"CAB39L; calcium binding protein 39 like [KO:K08272]"
"LEPR",0.493075528451596,1.84892404285835,4.22444052689019,9.89350608465082e-05,0.00117503287423775,0.998239882185333,"up",FALSE,2.92994998283877,"LEPR; leptin receptor [KO:K05062]"
"MLYCD",0.537106005685011,6.41324280519289,4.17839707635901,0.000115048214361006,0.00132539850916664,0.854893849844499,"up",FALSE,2.87765352224731,"MLYCD; malonyl-CoA decarboxylase [KO:K01578] [EC:4.1.1.9]"
"PPP2R5C",-0.274111643608699,7.77298792482694,-4.16237677331889,0.000121230737484321,0.00138404816311568,0.805194230128764,"down",FALSE,2.85884879672072,"PPP2R5C; protein phosphatase 2 regulatory subunit B'gamma [KO:K11584]"
"RPS6KB1",-0.350044009912276,3.96199671376886,-4.14591769369366,0.000127917949168114,0.0014452927482177,0.754229323980406,"down",FALSE,2.84004417639637,"RPS6KB1; ribosomal protein S6 kinase B1 [KO:K04688] [EC:2.7.11.1]"
"ACACB",-0.498995531092884,5.86108932220508,-4.05003146434801,0.000174591707612567,0.00186026641963968,0.459296937516967,"down",FALSE,2.73042485347368,"ACACB; acetyl-CoA carboxylase beta [KO:K01946] [EC:6.4.1.2 6.3.4.14 2.1.3.15]"
"PRKAG2",-0.380797813116223,7.56245393902753,-4.00291997787764,0.000203194613135895,0.00211336539965999,0.315657613758678,"down",FALSE,2.67502540718979,"PRKAG2; protein kinase AMP-activated non-catalytic subunit gamma 2 [KO:K07200]"
"PPP2R2B",0.836195960694118,1.15942088189748,3.98031633547275,0.000218478235746756,0.00224167884750264,0.247045816741982,"up",FALSE,2.64942660616917,"PPP2R2B; protein phosphatase 2 regulatory subunit Bbeta [KO:K04354]"
"RAB8A",-0.476425355848471,4.41997171334694,-3.90903659903042,0.000274298027988263,0.0027005124910788,0.0320061049079374,"down",FALSE,2.56855380957181,"RAB8A; RAB8A, member RAS oncogene family [KO:K07901]"
"CREB3L1",-0.47691474727759,4.37995371121494,-3.89517704656544,0.000286645522799039,0.00279706668958894,-0.00956829132802106,"down",FALSE,2.55329717875711,"CREB3L1; cAMP responsive element binding protein 3 like 1 [KO:K09048]"
"ACACA",-0.318339903253682,3.86179513654885,-3.88066106988721,0.000300151905918298,0.00290851228518607,-0.0530274766790537,"down",FALSE,2.53632909745707,"ACACA; acetyl-CoA carboxylase alpha [KO:K11262] [EC:6.4.1.2 6.3.4.14 2.1.3.15]"
"GYS2",-0.125275812342728,0.240766450687051,-3.72760667469645,0.000485414484803458,0.00432971922258501,-0.505856761838094,"down",FALSE,2.36354026624149,"GYS2; glycogen synthase 2 [KO:K00693] [EC:2.4.1.11]"
"ULK1",0.448659357761985,4.94819017564389,3.60186086369181,0.000715631922952304,0.0059755479784814,-0.870175795070689,"up",FALSE,2.22362226224286,"ULK1; unc-51 like autophagy activating kinase 1 [KO:K21357] [EC:2.7.11.1]"
"PRKAG3",0.356400532793239,0.491474921910291,3.59145669361594,0.000738777587699542,0.00612845595252265,-0.899994220188228,"up",FALSE,2.21264893098997,"PRKAG3; protein kinase AMP-activated non-catalytic subunit gamma 3 [KO:K07200]"
"MTOR",-0.189021601606435,4.97053416267132,-3.56941910141313,0.000790189133632591,0.00647027274549019,-0.962986207759423,"down",FALSE,2.18907741185607,"MTOR; mechanistic target of rapamycin kinase [KO:K07203] [EC:2.7.11.1]"
"RPTOR",0.290276615195146,3.31271169643266,3.54630439882864,0.000847778331623272,0.00684009659694966,-1.02880993923302,"up",FALSE,2.16493776505971,"RPTOR; regulatory associated protein of MTOR complex 1 [KO:K07204]"
"ADIPOR1",-0.179107438114118,6.57055682582659,-3.54075747009727,0.000862182862447484,0.00693758756356301,-1.04456802238993,"down",FALSE,2.15879152233669,"ADIPOR1; adiponectin receptor 1 [KO:K07297]"
"PFKFB3",-0.679332575840449,3.68940458113452,-3.53062123778087,0.000889110624223412,0.00712685186566207,-1.07332559629894,"down",FALSE,2.14710226808591,"PFKFB3; 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [KO:K01103] [EC:2.7.1.105 3.1.3.46]"
"LEP",-0.514276428442861,0.345587239083842,-3.49483863276929,0.000990729657589469,0.00777750662905414,-1.17444794737777,"down",FALSE,2.10915961005399,"LEP; leptin [KO:K05424]"
"IGF1",0.565450074441337,2.66145793912809,3.43874258171763,0.001172614849241,0.00892407248489301,-1.33171433975705,"up",FALSE,2.04943691086005,"IGF1; insulin like growth factor 1 [KO:K05459]"
"PCK1",-0.631159630076475,0.524573414434051,-3.39935540288779,0.00131885037865751,0.00981037111889558,-1.44119939667268,"down",FALSE,2.00831456327858,"PCK1; phosphoenolpyruvate carboxykinase 1 [KO:K01596] [EC:4.1.1.32]"
"FBP2",-0.181870746700909,0.139563361913777,-3.20675891807514,0.00231941078587732,0.0154437915503945,-1.96498414528533,"down",FALSE,1.81124606881465,"FBP2; fructose-bisphosphatase 2 [KO:K03841] [EC:3.1.3.11]"
"ELAVL1",-0.163186864771209,5.24220924059233,-3.03277688612018,0.00380424301935014,0.0229262763093257,-2.42072898317589,"down",FALSE,1.63966647774439,"ELAVL1; ELAV like RNA binding protein 1 [KO:K13088]"
"CCNA1",0.20236536948944,0.289218919433178,3.01071118914294,0.00404626424293013,0.0240933241002821,-2.47729063801033,"up",FALSE,1.6181032772612,"CCNA1; cyclin A1 [KO:K06627]"
"CPT1B",0.350853838128574,8.59107721372284,2.95168719669217,0.00476619559649799,0.02737128138192,-2.62717515171051,"up",FALSE,1.56270487069106,"CPT1B; carnitine palmitoyltransferase 1B [KO:K19523] [EC:2.3.1.21]"
"G6PC3",0.179472073843747,5.05078029941872,2.91941981301729,0.00520857180931129,0.0294112093988128,-2.70823290925341,"up",FALSE,1.53148711679073,"G6PC3; glucose-6-phosphatase catalytic subunit 3 [KO:K01084] [EC:3.1.3.9]"
"ADRA1A",-0.442747940855422,4.03145478007559,-2.91747994815106,0.00523634769815421,0.0295361634384158,-2.71308590420034,"down",FALSE,1.5296459174782,"ADRA1A; adrenoceptor alpha 1A [KO:K04135]"
"PPP2CB",0.247249004691209,8.39143713520854,2.88498707857676,0.00572255371449747,0.0316388864326114,-2.79403290607683,"up",FALSE,1.49977881040454,"PPP2CB; protein phosphatase 2 catalytic subunit beta [KO:K04382] [EC:3.1.3.16]"
"HMGCR",0.276065746815598,3.28412425005098,2.85029002167658,0.00628778904635676,0.0341325466110093,-2.8797549110711,"up",FALSE,1.466831308034,"HMGCR; 3-hydroxy-3-methylglutaryl-CoA reductase [KO:K00021] [EC:1.1.1.34]"
"TBC1D1",-0.205606480908492,7.12144367980615,-2.84189147583394,0.00643217412355384,0.0347271006035793,-2.90039209948071,"down",FALSE,1.45933147480702,"TBC1D1; TBC1 domain family member 1 [KO:K18341]"
"FASN",-0.672564413591406,4.21314703730763,-2.81692286608487,0.00687975745025046,0.0366610814102623,-2.96148574166053,"down",FALSE,1.43579472858322,"FASN; fatty acid synthase [KO:K00665] [EC:2.3.1.85]"
"PPARGC1A",-0.437261764020445,5.50393334265116,-2.80986503633669,0.00701140049451928,0.0372203780121385,-2.97868409222857,"down",FALSE,1.429219220465,"PPARGC1A; PPARG coactivator 1 alpha [KO:K07202]"
"IRS2",0.601958873287132,3.57089762470519,2.78144392422176,0.00756542545885936,0.039544351286645,-3.0476217020454,"up",FALSE,1.40291554453661,"IRS2; insulin receptor substrate 2 [KO:K07187]"
"PRKAA1",-0.335298169320105,5.12322118228358,-2.7647187189393,0.00791006595449814,0.0409670726164267,-3.08795028742331,"down",FALSE,1.38756506831326,"PRKAA1; protein kinase AMP-activated catalytic subunit alpha 1 [KO:K07198] [EC:2.7.11.31]"
"CPT1C",0.320255854999576,2.04893787494952,2.72516583832343,0.0087834569686017,0.0445853944535038,-3.18260888710104,"up",FALSE,1.35080738673834,"CPT1C; carnitine palmitoyltransferase 1C [KO:K19524] [EC:2.3.1.21]"
"AKT2",-0.14841763596261,7.57410403666969,-2.71108847395984,0.00911513433257852,0.0458077649223817,-3.2160553636232,"down",FALSE,1.33906089804179,"AKT2; AKT serine/threonine kinase 2 [KO:K04456] [EC:2.7.11.1]"
"CCNA2",-0.229584317358829,0.800868103055409,-2.70774540998393,0.00919557355279584,0.0461344350834633,-3.22397925193484,"down",FALSE,1.33597479295972,"CCNA2; cyclin A2 [KO:K06627]"
"AKT3",-0.290405910641987,3.52667404339435,-2.63200836404585,0.0112018675559275,0.0538745450890943,-3.40153050703009,"down",FALSE,1.26861638395196,"AKT3; AKT serine/threonine kinase 3 [KO:K04456] [EC:2.7.11.1]"
"FOXO3",0.411042921608747,3.00197835401964,2.57856668678183,0.012850312046584,0.0600829988438003,-3.5245189539724,"up",FALSE,1.2212483990929,"FOXO3; forkhead box O3 [KO:K09408]"
"SCD",-0.873865165680352,1.70921556048695,-2.57718159662749,0.0128958341542295,0.0602352637509792,-3.52768095210893,"down",FALSE,1.22014918368119,"SCD; stearoyl-CoA desaturase [KO:K00507] [EC:1.14.19.1]"
"PRKAA2",0.314055325384756,4.77393017284236,2.5348816494185,0.0143587565993172,0.0655607915352061,-3.62361793316411,"up",FALSE,1.18335581170164,"PRKAA2; protein kinase AMP-activated catalytic subunit alpha 2 [KO:K07198] [EC:2.7.11.31]"
"PFKM",-0.214783869165936,9.65597633164523,-2.47794807513548,0.0165655811533673,0.0732857947366456,-3.75080229227036,"down",FALSE,1.13498019814682,"PFKM; phosphofructokinase, muscle [KO:K00850] [EC:2.7.1.11]"
"ADIPOQ",-0.941059665150031,1.25017093158048,-2.44605454834747,0.0179317421254455,0.0774007336142831,-3.8210631307439,"down",FALSE,1.11125492299766,"ADIPOQ; adiponectin, C1Q and collagen domain containing [KO:K07296]"
"ADIPOR2",0.185647200889688,4.73339168583961,2.41184813701062,0.019509169629126,0.0826963024843049,-3.89562259885835,"up",FALSE,1.08251390818097,"ADIPOR2; adiponectin receptor 2 [KO:K07297]"
"PFKFB2",-0.47418532285043,5.38422661117039,-2.38838678367679,0.0206621262045053,0.0860500333083418,-3.94628039169661,"down",FALSE,1.0652489572292,"PFKFB2; 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 [KO:K19029] [EC:2.7.1.105 3.1.3.46]"
"AKT1",0.145525894811213,7.69480573865263,2.28625817203286,0.0264249694371066,0.103975321721592,-4.16217060295709,"up",FALSE,0.983069727162153,"AKT1; AKT serine/threonine kinase 1 [KO:K04456] [EC:2.7.11.1]"
"IRS1",-0.35216592138843,3.2032584259241,-2.26684393161086,0.0276698128220086,0.107610379952922,-4.20234805459403,"down",FALSE,0.96814583518586,"IRS1; insulin receptor substrate 1 [KO:K16172]"
"PPP2R5A",-0.161356230611653,5.41163289820887,-2.2573001336194,0.0283006418121673,0.109370597091041,-4.22199658418529,"down",FALSE,0.961099416918689,"PPP2R5A; protein phosphatase 2 regulatory subunit B'alpha [KO:K11584]"
"PDPK1",0.209799779941209,4.14022903455369,2.205747412769,0.0319336063262062,0.119685234315758,-4.32695893514637,"up",FALSE,0.921959425623159,"PDPK1; 3-phosphoinositide dependent protein kinase 1 [KO:K06276] [EC:2.7.11.1]"
"PFKFB4",-0.213082080502327,1.21957084009264,-2.17735004580484,0.0341057512359016,0.125864600741982,-4.38392432121465,"down",FALSE,0.900096397486537,"PFKFB4; 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 [KO:K19030] [EC:2.7.1.105 3.1.3.46]"
"SCD5",-0.202709275429245,1.93406397952029,-2.1599797184218,0.0354976110757935,0.129685762912193,-4.41846844005202,"down",FALSE,0.887107698765993,"SCD5; stearoyl-CoA desaturase 5 [KO:K00507] [EC:1.14.19.1]"
"PIK3CA",-0.203965163986607,2.94297896968868,-2.12749881435619,0.0382345794469373,0.137322856070279,-4.48244575891421,"down",FALSE,0.862257172602367,"PIK3CA; phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [KO:K00922] [EC:2.7.1.153]"
"INSR",0.224101136728854,5.15422482856113,2.10350630408361,0.040373238114927,0.143063772798508,-4.52918407703932,"up",FALSE,0.844470326167248,"INSR; insulin receptor [KO:K04527] [EC:2.7.10.1]"
"FBP1",-0.307861248733768,1.18716328318612,-2.08597813133827,0.0420010036204132,0.147083162368283,-4.56304886489359,"down",FALSE,0.832437041134351,"FBP1; fructose-bisphosphatase 1 [KO:K03841] [EC:3.1.3.11]"
"PIK3CD",-0.18986658520772,1.5258287441296,-2.03115443469432,0.047466626823354,0.161300950178086,-4.66742706461822,"down",FALSE,0.792363074298055,"PIK3CD; phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [KO:K00922] [EC:2.7.1.153]"
"CREB3L4",0.203575587883531,2.57812476652937,1.96034704930559,0.0554285819450707,0.180597021094289,-4.79873764878404,"up",FALSE,0.743289417549545,"CREB3L4; cAMP responsive element binding protein 3 like 4 [KO:K09048]"
"PFKL",0.442209697208673,4.77370202348723,1.93309812702338,0.0587847322302826,0.188264122922272,-4.84820652286688,"up",FALSE,0.725232434637763,"PFKL; phosphofructokinase, liver type [KO:K00850] [EC:2.7.1.11]"
"CAMKK2",0.106468980582881,4.00376851336599,1.92801246772729,0.0594299880097833,0.189691781089736,-4.85737326941194,"up",FALSE,0.721951485688571,"CAMKK2; calcium/calmodulin dependent protein kinase kinase 2 [KO:K07359] [EC:2.7.11.17]"
"PPP2CA",0.160863790745947,8.06785184119071,1.91242022004877,0.0614461281637171,0.194274512212955,-4.8853479882941,"up",FALSE,0.711584172798819,"PPP2CA; protein phosphatase 2 catalytic subunit alpha [KO:K04382] [EC:3.1.3.16]"
"AKT1S1",-0.111367633201564,5.24666541377573,-1.906065406261,0.062284401534745,0.196227989535186,-4.89669315375232,"down",FALSE,0.707239045713922,"AKT1S1; AKT1 substrate 1 [KO:K16184]"
"PPP2R3A",-0.227707128107514,5.26473310162556,-1.82079153610591,0.074507344264364,0.223719863560066,-5.04575336345415,"down",FALSE,0.650295454206692,"PPP2R3A; protein phosphatase 2 regulatory subunit B''alpha [KO:K11583]"
"LIPE",0.223017058576662,5.98250998022783,1.81231002556688,0.0758266508329446,0.226721360879811,-5.06025337653668,"up",FALSE,0.6445075602652,"LIPE; lipase E, hormone sensitive type [KO:K07188] [EC:3.1.1.79]"
"CD36",-0.193110753454155,9.98701121041088,-1.733053380727,0.0891290183067164,0.254577446123981,-5.19286610882966,"down",FALSE,0.594180074593499,"CD36; CD36 molecule (CD36 blood group) [KO:K06259]"
"TSC1",-0.117509332650309,4.39685997901406,-1.67658810937783,0.0997428451567057,0.27011540239299,-5.28413319380326,"down",FALSE,0.568450650971503,"TSC1; TSC complex subunit 1 [KO:K07206]"
"EEF2K",-0.167438584277445,4.01770149273386,-1.65873209918318,0.103307853230288,0.274730341608091,-5.31243274316281,"down",FALSE,0.561093373832859,"EEF2K; eukaryotic elongation factor 2 kinase [KO:K08292] [EC:2.7.11.20]"
"PPP2R5D",0.107438592880708,5.04883382218499,1.64362171794874,0.106405557765451,0.279123060761613,-5.33616867332704,"up",FALSE,0.55420428121905,"PPP2R5D; protein phosphatase 2 regulatory subunit B'delta [KO:K11584]"
"STRADA",0.0918746519742983,4.8883585348388,1.62069344245622,0.111250365899246,0.286989606329053,-5.37181245668526,"up",FALSE,0.542133831473939,"STRADA; STE20 related adaptor alpha [KO:K08271]"
"PPP2R3C",-0.11314419276211,6.07575354980498,-1.61769925901361,0.111896078179252,0.288067169333433,-5.37643388481422,"down",FALSE,0.540506234915665,"PPP2R3C; protein phosphatase 2 regulatory subunit B''gamma [KO:K11583]"
"PIK3R2",-0.144437025345004,4.06837370683114,-1.53377712259782,0.131264741598589,0.320442200581572,-5.50281737380034,"down",FALSE,0.494250294482807,"PIK3R2; phosphoinositide-3-kinase regulatory subunit 2 [KO:K02649]"
"PPP2R2A",-0.356653852967502,5.20527722053053,-1.50496285526789,0.138501736308748,0.332846456299503,-5.54479867487192,"down",FALSE,0.477756062470051,"PPP2R2A; protein phosphatase 2 regulatory subunit Balpha [KO:K04354]"
"STK11",0.111799771498266,5.85738330703387,1.46552519000247,0.148915699464063,0.349149988623518,-5.60107718432058,"up",FALSE,0.45698796777374,"STK11; serine/threonine kinase 11 [KO:K07298] [EC:2.7.11.1]"
"CAB39",-0.0887698093166316,5.42470427438064,-1.45649472153906,0.151384839791326,0.35278907729929,-5.61377102165985,"down",FALSE,0.452484869521169,"CAB39; calcium binding protein 39 [KO:K08272]"
"PPP2R2D",-0.0881712783277422,4.86087271033367,-1.36647965649289,0.177782667710786,0.393036379664113,-5.73634254026406,"down",FALSE,0.405567249227243,"PPP2R2D; protein phosphatase 2 regulatory subunit Bdelta [KO:K04354]"
"PRKAB2",-0.150967864332566,5.19944114330732,-1.28092692787769,0.206013298656737,0.433362246362434,-5.846098619685,"down",FALSE,0.363148926220279,"PRKAB2; protein kinase AMP-activated non-catalytic subunit beta 2 [KO:K07199]"
"RPS6KB2",-0.0852399161752571,4.68190077439672,-1.23911795893837,0.220973796160931,0.453968948738925,-5.89731893226552,"down",FALSE,0.342973851663883,"RPS6KB2; ribosomal protein S6 kinase B2 [KO:K04688] [EC:2.7.11.1]"
"PPP2R3B",-0.0991179924118386,7.62315625284516,-1.23801698710407,0.221378325044987,0.454451086794369,-5.89864615616739,"down",FALSE,0.342512853648723,"PPP2R3B; protein phosphatase 2 regulatory subunit B''beta [KO:K11583]"
"PPP2R5B",0.0845585177218533,4.30052408881203,1.09888664915947,0.276977769192409,0.522922086121587,-6.05737733441424,"up",FALSE,0.281563014934223,"PPP2R5B; protein phosphatase 2 regulatory subunit B'beta [KO:K11584]"
"GYS1",0.0895938888842975,7.56509036500098,1.09629476795286,0.278099272159855,0.524007679312339,-6.06016397095448,"up",FALSE,0.280662348400747,"GYS1; glycogen synthase 1 [KO:K00693] [EC:2.4.1.11]"
"IRS4",-0.00215398138149456,0.000754867608291429,-1.09488138887379,0.278712178353779,0.524482795892909,-6.06168090927614,"down",FALSE,0.280268752982944,"IRS4; insulin receptor substrate 4 [KO:K17446]"
"MAP3K7",0.0566454984882512,4.4110691727848,1.08349303268586,0.283685222980428,0.528351449412024,-6.07383559028024,"up",FALSE,0.277077096850831,"MAP3K7; mitogen-activated protein kinase kinase kinase 7 [KO:K04427] [EC:2.7.11.25]"
"CPT1A",-0.136987440410373,4.74002141907243,-1.07727879698668,0.286424784390165,0.531278740511273,-6.08041684008412,"down",FALSE,0.274677562338653,"CPT1A; carnitine palmitoyltransferase 1A [KO:K08765] [EC:2.3.1.21]"
"IGF1R",0.093799744679413,3.38222094697721,1.07009418495813,0.289615005050973,0.534330042830054,-6.08798072066348,"up",FALSE,0.272190406823067,"IGF1R; insulin like growth factor 1 receptor [KO:K05087] [EC:2.7.10.1]"
"CREB3L2",0.0908929254496011,3.70317674420535,1.03757608808405,0.304361645608127,0.550041030343163,-6.12160997414678,"up",FALSE,0.259604913074855,"CREB3L2; cAMP responsive element binding protein 3 like 2 [KO:K09048]"
"FOXO1",-0.159005348453934,4.21911634357692,-0.919198508989431,0.362318655569107,0.612407076805597,-6.23560178171315,"down",FALSE,0.212959799358717,"FOXO1; forkhead box O1 [KO:K07201]"
"HNF4A",-0.00801081190813059,0.0125260907261876,-0.887811021857789,0.378810117247822,0.623128651737936,-6.26359199733012,"down",FALSE,0.205422279228943,"HNF4A; hepatocyte nuclear factor 4 alpha [KO:K07292]"
"CREB3L3",0.00455472868888169,0.00330441100958083,0.85561763647104,0.396211063212093,0.631614323352712,-6.29132143055715,"up",FALSE,0.199548029894725,"CREB3L3; cAMP responsive element binding protein 3 like 3 [KO:K09048]"
"RAB2A",-0.258634742723654,7.04792054220086,-0.803825397329849,0.425229933482366,0.656645662709225,-6.33384079771142,"down",FALSE,0.182668920002795,"RAB2A; RAB2A, member RAS oncogene family [KO:K07877]"
"PFKFB1",-0.0580233884969991,0.407865989015219,-0.742944336991835,0.46092379366368,0.688194882046663,-6.38051417542525,"down",FALSE,0.162288561455219,"PFKFB1; 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1 [KO:K19028] [EC:2.7.1.105 3.1.3.46]"
"INS",0.013520483266526,0.00980897805610708,0.621890155963668,0.536784240697204,0.715915564129458,-6.46260923267959,"up",FALSE,0.145138195841611,"INS; insulin [KO:K04526]"
"PPP2R1B",-0.153674055192039,3.90347501052444,-0.567696959017492,0.572731386628505,0.726294255547065,-6.49471505818929,"down",FALSE,0.138887390774688,"PPP2R1B; protein phosphatase 2 scaffold subunit Abeta [KO:K03456]"
"PIK3R1",-0.0944097206876471,6.30371743020919,-0.466555181711232,0.64280490812287,0.774259973679462,-6.54689781830017,"down",FALSE,0.111113191542947,"PIK3R1; phosphoinositide-3-kinase regulatory subunit 1 [KO:K02649]"
"G6PC2",0.00939548252499535,0.059008818989297,0.436426396295745,0.664369335173903,0.789394909054279,-6.56048715009475,"up",FALSE,0.102705678772482,"G6PC2; glucose-6-phosphatase catalytic subunit 2 [KO:K01084] [EC:3.1.3.9]"
"PRKAG1",0.0219016699702825,7.34776056206556,0.433340047024241,0.666595006400314,0.79091613508421,-6.56182841366846,"up",FALSE,0.101869564544162,"PRKAG1; protein kinase AMP-activated non-catalytic subunit gamma 1 [KO:K07200]"
"PCK2",0.0530728272894156,1.9772177091644,0.415050593480103,0.679845662426243,0.800555241582672,-6.56958269368163,"up",FALSE,0.0966086946169306,"PCK2; phosphoenolpyruvate carboxykinase 2, mitochondrial [KO:K01596] [EC:4.1.1.32]"
"CRTC2",0.0347473370569134,6.33649552865005,0.337716769199205,0.736962693311036,0.840653008738049,-6.59869611215885,"up",FALSE,0.0753832283246502,"CRTC2; CREB regulated transcription coactivator 2 [KO:K16333]"
"CREB3",0.0220825442531289,4.12718923929461,0.325255620649132,0.746318140134475,0.846590398508208,-6.60283042477797,"up",FALSE,0.0723266613268668,"CREB3; cAMP responsive element binding protein 3 [KO:K09048]"
"EEF2",0.0157474401890063,11.559796535667,0.182101032818769,0.856225279799571,0.916595090520035,-6.6392066708863,"up",FALSE,0.0378224732594276,"EEF2; eukaryotic translation elongation factor 2 [KO:K03234]"
"SLC2A4",0.013163801153067,6.13564477399683,0.128115864487428,0.898561112057718,0.942177522884828,-6.64760176235839,"up",FALSE,0.0258672607468274,"SLC2A4; solute carrier family 2 member 4 [KO:K07191]"
"CIDEA",0.0209806161567369,0.934332253132019,0.0861682875332464,0.931670027891089,0.961703538291142,-6.65210882672051,"up",FALSE,0.0169587860985464,"CIDEA; cell death inducing DFFA like effector a [KO:K25893]"
"PIK3R3",-0.00733414150829503,4.91508299293377,-0.0449057399801122,0.964357799210134,0.980615246617344,-6.65482108965506,"down",FALSE,0.0085013586216534,"PIK3R3; phosphoinositide-3-kinase regulatory subunit 3 [KO:K02649]"
