gene,log2FoldChange,AveExpr,t,pvalue,padj,B,direction,significant,neg_log10_padj
NQO1,-1.6891026508895886,4.216746778327348,-12.462140298312221,9.852173616769444e-17,1.6734552444445832e-12,27.643590590139212,down,TRUE,11.776385898095965
